Country,State,Year,Sector Of Energy Sale,Categories Of Consumer For Electrical Energy Sales,"Energy Sale (UOM:Gwh(Gigawatthour)), Scaling Factor:1"
India,Delhi,"Financial Year (Apr - Mar), 2018",MUNICIPALITIES,Public Lighting,7.930
India,Delhi,"Financial Year (Apr - Mar), 2018",MUNICIPALITIES,Traction,62.110
India,Delhi,"Financial Year (Apr - Mar), 2018",MUNICIPALITIES,Works and Sewage Pumping,0.000
India,Delhi,"Financial Year (Apr - Mar), 2018",Private Licensees,Agriculture,33.430
India,Delhi,"Financial Year (Apr - Mar), 2018",Private Licensees,Commercial,6624.490
India,Delhi,"Financial Year (Apr - Mar), 2018",Private Licensees,Domestic,15157.880
India,Delhi,"Financial Year (Apr - Mar), 2018",Private Licensees,Industrial Power (High Voltage),390.290
India,Delhi,"Financial Year (Apr - Mar), 2018",Private Licensees,Industrial Power (Low and Med Voltage),3051.540
India,Delhi,"Financial Year (Apr - Mar), 2018",Private Licensees,Miscellaneous,1055.800
India,Delhi,"Financial Year (Apr - Mar), 2018",Private Licensees,Public Lighting,358.520
India,Delhi,"Financial Year (Apr - Mar), 2018",Private Licensees,Traction,437.480
India,Delhi,"Financial Year (Apr - Mar), 2018",Private Licensees,Works and Sewage Pumping,386.330
India,Goa,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Agriculture,26.370
India,Goa,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Commercial,541.730
India,Goa,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Domestic,1152.050
India,Goa,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Industrial Power (High Voltage),1783.030
India,Goa,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Industrial Power (Low and Med Voltage),99.780
India,Goa,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Miscellaneous,55.850
India,Goa,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Public Lighting,2.660
India,Goa,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Traction,0.000
India,Goa,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Works and Sewage Pumping,0.000
India,Goa,"Financial Year (Apr - Mar), 2018",Private Licensees,Agriculture,0.000
India,Goa,"Financial Year (Apr - Mar), 2018",Private Licensees,Commercial,0.000
India,Goa,"Financial Year (Apr - Mar), 2018",Private Licensees,Domestic,0.000
India,Goa,"Financial Year (Apr - Mar), 2018",Private Licensees,Industrial Power (High Voltage),94.060
India,Goa,"Financial Year (Apr - Mar), 2018",Private Licensees,Industrial Power (Low and Med Voltage),31.600
India,Goa,"Financial Year (Apr - Mar), 2018",Private Licensees,Miscellaneous,0.000
India,Goa,"Financial Year (Apr - Mar), 2018",Private Licensees,Public Lighting,0.000
India,Goa,"Financial Year (Apr - Mar), 2018",Private Licensees,Traction,0.000
India,Goa,"Financial Year (Apr - Mar), 2018",Private Licensees,Works and Sewage Pumping,0.000
India,Gujarat,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Agriculture,14591.660
India,Gujarat,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Commercial,2316.900
India,Gujarat,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Domestic,11741.410
India,Gujarat,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Industrial Power (High Voltage),37131.280
India,Gujarat,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Industrial Power (Low and Med Voltage),10328.450
India,Gujarat,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Miscellaneous,1407.510
India,Gujarat,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Public Lighting,253.320
India,Gujarat,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Traction,726.930
India,Gujarat,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Works and Sewage Pumping,2039.760
India,Gujarat,"Financial Year (Apr - Mar), 2018",Private Licensees,Agriculture,6.690
India,Gujarat,"Financial Year (Apr - Mar), 2018",Private Licensees,Commercial,1840.960
India,Gujarat,"Financial Year (Apr - Mar), 2018",Private Licensees,Domestic,3796.340
India,Gujarat,"Financial Year (Apr - Mar), 2018",Private Licensees,Industrial Power (High Voltage),3600.530
India,Gujarat,"Financial Year (Apr - Mar), 2018",Private Licensees,Industrial Power (Low and Med Voltage),5895.950
India,Gujarat,"Financial Year (Apr - Mar), 2018",Private Licensees,Miscellaneous,49.830
India,Gujarat,"Financial Year (Apr - Mar), 2018",Private Licensees,Public Lighting,58.780
India,Gujarat,"Financial Year (Apr - Mar), 2018",Private Licensees,Traction,16.120
India,Gujarat,"Financial Year (Apr - Mar), 2018",Private Licensees,Works and Sewage Pumping,168.030
India,Haryana,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Agriculture,9714.290
India,Haryana,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Commercial,4547.940
India,Haryana,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Domestic,9623.260
India,Haryana,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Industrial Power (High Voltage),12371.160
India,Haryana,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Industrial Power (Low and Med Voltage),1831.470
India,Haryana,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Miscellaneous,1262.790
India,Haryana,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Public Lighting,232.060
India,Haryana,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Traction,409.830
India,Haryana,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Works and Sewage Pumping,1024.630
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Agriculture,62.980
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Commercial,614.560
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Domestic,2080.470
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Industrial Power (High Voltage),5127.070
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Industrial Power (Low and Med Voltage),207.580
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Miscellaneous,372.100
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Public Lighting,10.370
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Traction,0.000
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Works and Sewage Pumping,565.730
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Agriculture,341.367
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Commercial,1235.768
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Domestic,3925.672
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Industrial Power (High Voltage),1228.970
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Industrial Power (Low and Med Voltage),588.257
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Miscellaneous,1336.124
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Public Lighting,58.023
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Traction,22.663
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Works and Sewage Pumping,685.669
India,Jharkhand,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Agriculture,210.360
India,Jharkhand,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Commercial,737.600
India,Jharkhand,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Domestic,5400.880
India,Jharkhand,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Industrial Power (High Voltage),10771.380
India,Jharkhand,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Industrial Power (Low and Med Voltage),273.460
India,Jharkhand,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Miscellaneous,79.360
India,Jharkhand,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Public Lighting,21.220
India,Jharkhand,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Traction,757.830
India,Jharkhand,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Works and Sewage Pumping,0.000
India,Jharkhand,"Financial Year (Apr - Mar), 2018",Private Licensees,Agriculture,0.000
India,Jharkhand,"Financial Year (Apr - Mar), 2018",Private Licensees,Commercial,71.230
India,Jharkhand,"Financial Year (Apr - Mar), 2018",Private Licensees,Domestic,282.500
India,Jharkhand,"Financial Year (Apr - Mar), 2018",Private Licensees,Industrial Power (High Voltage),2081.100
India,Jharkhand,"Financial Year (Apr - Mar), 2018",Private Licensees,Industrial Power (Low and Med Voltage),0.000
India,Jharkhand,"Financial Year (Apr - Mar), 2018",Private Licensees,Miscellaneous,408.390
India,Jharkhand,"Financial Year (Apr - Mar), 2018",Private Licensees,Public Lighting,89.110
India,Jharkhand,"Financial Year (Apr - Mar), 2018",Private Licensees,Traction,0.000
India,Jharkhand,"Financial Year (Apr - Mar), 2018",Private Licensees,Works and Sewage Pumping,0.000
India,Karnataka,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Agriculture,22600.010
India,Karnataka,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Commercial,6545.590
India,Karnataka,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Domestic,12922.260
India,Karnataka,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Industrial Power (High Voltage),7883.200
India,Karnataka,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Industrial Power (Low and Med Voltage),2489.380
India,Karnataka,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Miscellaneous,799.820
India,Karnataka,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Public Lighting,1090.120
India,Karnataka,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Traction,99.900
India,Karnataka,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Works and Sewage Pumping,3890.630
India,Karnataka,"Financial Year (Apr - Mar), 2018",Private Licensees,Agriculture,188.180
India,Karnataka,"Financial Year (Apr - Mar), 2018",Private Licensees,Commercial,8.090
India,Karnataka,"Financial Year (Apr - Mar), 2018",Private Licensees,Domestic,31.930
India,Karnataka,"Financial Year (Apr - Mar), 2018",Private Licensees,Industrial Power (High Voltage),3835.550
India,Karnataka,"Financial Year (Apr - Mar), 2018",Private Licensees,Industrial Power (Low and Med Voltage),5.710
India,Karnataka,"Financial Year (Apr - Mar), 2018",Private Licensees,Miscellaneous,0.120
India,Karnataka,"Financial Year (Apr - Mar), 2018",Private Licensees,Public Lighting,2.290
India,Karnataka,"Financial Year (Apr - Mar), 2018",Private Licensees,Traction,0.000
India,Karnataka,"Financial Year (Apr - Mar), 2018",Private Licensees,Works and Sewage Pumping,12.650
India,Kerala,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Agriculture,347.930
India,Kerala,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Commercial,2375.570
India,Kerala,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Domestic,10881.530
India,Kerala,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Industrial Power (High Voltage),3180.800
India,Kerala,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Industrial Power (Low and Med Voltage),1120.310
India,Kerala,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Miscellaneous,2424.990
India,Kerala,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Public Lighting,378.860
India,Kerala,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Traction,321.030
India,Kerala,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Works and Sewage Pumping,0.160
India,Kerala,"Financial Year (Apr - Mar), 2018",MUNICIPALITIES,Agriculture,0.080
India,Kerala,"Financial Year (Apr - Mar), 2018",MUNICIPALITIES,Commercial,67.150
India,Kerala,"Financial Year (Apr - Mar), 2018",MUNICIPALITIES,Domestic,39.880
India,Kerala,"Financial Year (Apr - Mar), 2018",MUNICIPALITIES,Industrial Power (High Voltage),0.000
India,Kerala,"Financial Year (Apr - Mar), 2018",MUNICIPALITIES,Industrial Power (Low and Med Voltage),4.050
India,Kerala,"Financial Year (Apr - Mar), 2018",MUNICIPALITIES,Miscellaneous,31.780
India,Kerala,"Financial Year (Apr - Mar), 2018",MUNICIPALITIES,Public Lighting,1.780
India,Kerala,"Financial Year (Apr - Mar), 2018",MUNICIPALITIES,Traction,0.040
India,Kerala,"Financial Year (Apr - Mar), 2018",MUNICIPALITIES,Works and Sewage Pumping,0.000
India,Kerala,"Financial Year (Apr - Mar), 2018",Private Licensees,Agriculture,0.650
India,Kerala,"Financial Year (Apr - Mar), 2018",Private Licensees,Commercial,13.170
India,Kerala,"Financial Year (Apr - Mar), 2018",Private Licensees,Domestic,5.590
India,Kerala,"Financial Year (Apr - Mar), 2018",Private Licensees,Industrial Power (High Voltage),156.090
India,Kerala,"Financial Year (Apr - Mar), 2018",Private Licensees,Industrial Power (Low and Med Voltage),61.690
India,Kerala,"Financial Year (Apr - Mar), 2018",Private Licensees,Miscellaneous,0.000
India,Kerala,"Financial Year (Apr - Mar), 2018",Private Licensees,Public Lighting,0.570
India,Kerala,"Financial Year (Apr - Mar), 2018",Private Licensees,Traction,0.000
India,Kerala,"Financial Year (Apr - Mar), 2018",Private Licensees,Works and Sewage Pumping,0.000
India,Ladakh,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Agriculture,7.633
India,Ladakh,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Commercial,27.632
India,Ladakh,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Domestic,87.778
India,Ladakh,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Industrial Power (High Voltage),27.480
India,Ladakh,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Industrial Power (Low and Med Voltage),13.153
India,Ladakh,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Miscellaneous,29.876
India,Ladakh,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Public Lighting,1.297
India,Ladakh,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Traction,0.507
India,Ladakh,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Works and Sewage Pumping,15.331
India,Lakshadweep,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Agriculture,0.000
India,Lakshadweep,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Commercial,11.780
India,Lakshadweep,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Domestic,35.970
India,Lakshadweep,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Industrial Power (High Voltage),0.000
India,Lakshadweep,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Industrial Power (Low and Med Voltage),0.380
India,Lakshadweep,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Miscellaneous,0.110
India,Lakshadweep,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Public Lighting,0.670
India,Lakshadweep,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Traction,0.000
India,Lakshadweep,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Works and Sewage Pumping,0.000
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Agriculture,20053.780
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Commercial,3109.910
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Domestic,13124.520
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Industrial Power (High Voltage),9810.580
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Industrial Power (Low and Med Voltage),1244.090
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Miscellaneous,5100.000
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Public Lighting,413.420
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Traction,1951.480
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Works and Sewage Pumping,1554.460
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2018",Private Licensees,Agriculture,230.010
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2018",Private Licensees,Commercial,31.390
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2018",Private Licensees,Domestic,260.890
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2018",Private Licensees,Industrial Power (High Voltage),0.000
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2018",Private Licensees,Industrial Power (Low and Med Voltage),37.120
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2018",Private Licensees,Miscellaneous,26.550
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2018",Private Licensees,Public Lighting,5.820
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2018",Private Licensees,Traction,0.000
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2018",Private Licensees,Works and Sewage Pumping,18.210
India,Maharashtra,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Agriculture,34616.100
India,Maharashtra,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Commercial,7625.490
India,Maharashtra,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Domestic,20392.530
India,Maharashtra,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Industrial Power (High Voltage),31452.340
India,Maharashtra,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Industrial Power (Low and Med Voltage),8905.910
India,Maharashtra,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Miscellaneous,3343.020
India,Maharashtra,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Public Lighting,1915.070
India,Maharashtra,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Traction,2970.140
India,Maharashtra,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Works and Sewage Pumping,2714.660
India,Maharashtra,"Financial Year (Apr - Mar), 2018",MUNICIPALITIES,Agriculture,0.000
India,Maharashtra,"Financial Year (Apr - Mar), 2018",MUNICIPALITIES,Commercial,2124.460
India,Maharashtra,"Financial Year (Apr - Mar), 2018",MUNICIPALITIES,Domestic,2051.340
India,Maharashtra,"Financial Year (Apr - Mar), 2018",MUNICIPALITIES,Industrial Power (High Voltage),156.860
India,Maharashtra,"Financial Year (Apr - Mar), 2018",MUNICIPALITIES,Industrial Power (Low and Med Voltage),133.660
India,Maharashtra,"Financial Year (Apr - Mar), 2018",MUNICIPALITIES,Miscellaneous,41.130
India,Maharashtra,"Financial Year (Apr - Mar), 2018",MUNICIPALITIES,Public Lighting,19.840
India,Maharashtra,"Financial Year (Apr - Mar), 2018",MUNICIPALITIES,Traction,2.140
India,Maharashtra,"Financial Year (Apr - Mar), 2018",MUNICIPALITIES,Works and Sewage Pumping,42.570
India,Maharashtra,"Financial Year (Apr - Mar), 2018",Private Licensees,Agriculture,0.240
India,Maharashtra,"Financial Year (Apr - Mar), 2018",Private Licensees,Commercial,5524.300
India,Maharashtra,"Financial Year (Apr - Mar), 2018",Private Licensees,Domestic,6206.450
India,Maharashtra,"Financial Year (Apr - Mar), 2018",Private Licensees,Industrial Power (High Voltage),1250.900
India,Maharashtra,"Financial Year (Apr - Mar), 2018",Private Licensees,Industrial Power (Low and Med Voltage),856.210
India,Maharashtra,"Financial Year (Apr - Mar), 2018",Private Licensees,Miscellaneous,24.610
India,Maharashtra,"Financial Year (Apr - Mar), 2018",Private Licensees,Public Lighting,56.660
India,Maharashtra,"Financial Year (Apr - Mar), 2018",Private Licensees,Traction,98.070
India,Maharashtra,"Financial Year (Apr - Mar), 2018",Private Licensees,Works and Sewage Pumping,93.880
India,Manipur,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Agriculture,2.120
India,Manipur,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Commercial,66.140
India,Manipur,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Domestic,376.780
India,Manipur,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Industrial Power (High Voltage),9.040
India,Manipur,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Industrial Power (Low and Med Voltage),20.860
India,Manipur,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Miscellaneous,106.770
India,Manipur,"Financial Year (Apr - Mar), 2018",GOVT DEPTT/CENTRAL SECTOR UNDERTAKINGS/CORPORATIONS,Public Lighting,9.890
